code,n_qual,first_q,last_q,touch_date,days_to_touch,years_to_touch,max_drawdown,hold,denom,has_mcap
600810,1,2005-06-17,2005-06-17,2007-04-06,406,1.66,-0.8795003673769287,True,155,True
600812,1,2005-06-17,2005-06-17,2010-04-13,1136,4.66,-0.6615669482698762,False,2415,True
600816,1,2005-06-17,2005-06-17,2007-06-14,349,1.43,-0.5717716321945929,False,2390,True
600825,1,2005-06-17,2005-06-17,2007-08-02,421,1.73,-0.3075002547640885,False,1501,True
600830,1,2005-06-17,2005-06-17,2007-12-10,557,2.28,-0.49315856777493605,False,118,True
600839,24,2012-09-05,2013-07-22,2015-06-16,641,2.63,-0.30084770741714517,False,3058,True
600859,1,2005-06-17,2005-06-17,2007-06-01,440,1.8,-0.21624374098277177,False,2430,True
600875,1,2005-06-17,2005-06-17,2007-09-06,478,1.96,-0.2205514846033293,False,3025,True
600881,1,2005-06-17,2005-06-17,2006-12-22,343,1.41,-0.696125116713352,True,3245,True
600883,1,2005-06-17,2005-06-17,2008-01-07,593,2.43,-0.3396479570648181,False,2,True
600887,4,2008-12-10,2009-02-05,2013-10-21,1158,4.75,-0.32950142358658197,True,3304,True
600893,1,2005-06-17,2005-06-17,2010-01-12,645,2.64,-0.43549907952045264,True,2265,True
600961,1,2005-06-17,2005-06-17,2007-08-09,494,2.02,-0.38285413514046973,False,149,True
600962,1,2005-06-17,2005-06-17,2007-09-28,522,2.14,-0.2693287756370416,False,10,True
600963,1,2005-06-17,2005-06-17,2007-09-19,485,1.99,-0.21847105448349935,False,761,True
600973,1,2005-06-17,2005-06-17,2007-07-20,480,1.97,-0.204889715652405,False,89,True
600983,1,2005-06-17,2005-06-17,2009-11-06,1013,4.15,-0.5435540069686411,False,469,True
600990,1,2005-06-17,2005-06-17,2009-11-03,1031,4.23,-0.7123579545454546,False,811,True
600997,1,2005-06-17,2005-06-17,2007-09-19,519,2.13,-0.26216957966199617,False,2583,True
601012,619,2015-08-24,2019-01-02,2020-08-04,1191,4.88,-0.5884520189827442,True,1455,True
600086,1,2005-06-17,2005-06-17,2007-03-22,343,1.41,-0.31858564321250893,False,1104,True
600122,1,2005-06-17,2005-06-17,2008-01-09,556,2.28,-0.441570454623317,False,806,True
600311,1,2005-06-17,2005-06-17,2009-03-23,734,3.01,-0.7677551418266888,False,538,True
600432,1,2005-06-17,2005-06-17,2007-06-15,452,1.85,-0.36733740567732664,True,1822,True
600627,1,2005-06-17,2005-06-17,2007-10-17,505,2.07,-0.24315159574468082,,1,True
600811,1,2005-06-17,2005-06-17,2007-04-17,415,1.7,-0.39258299750527736,False,2992,True
600823,1,2005-06-17,2005-06-17,2007-06-12,413,1.69,-0.32716262432932763,False,2452,True
600836,1,2005-06-17,2005-06-17,2009-05-08,913,3.74,-0.5844863896707146,False,339,True
600837,1,2005-06-17,2005-06-17,2007-04-23,366,1.5,-0.19769867832799937,False,2908,True
601299,333,2011-08-19,2014-06-09,2015-04-17,821,3.36,-0.3667269439421339,,1224,True
